Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
(49)  §27(d)(1) LuftVG: ‘Flugsicherungsdienste und die dazu erforderlichen flugsicherungstechnischen Einrichtungen werden an den Flugplätzen vorgehalten, bei denen das Bundesministerium für Verkehr, Bau und Stadtentwicklung einen Bedarf aus Gründen der Sicherheit und aus verkehrspolitischen Interessen anerkennt’.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.7574888467788696;N/A
It shall be submitted for prior approval of the licensing authority of the leasing air carrier and to the competent authority of the other Party.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.7135810852050781;N/A
The Agency, having reviewed the derogation request, concurred that to require a pilot with both of the class ratings to complete all of the flying experience requirements set out in FCL.740.A(b) in both landplanes and seaplanes is not necessary and places an unreasonable burden on the license holder.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6932443380355835;N/A
Furthermore, a pilot who wishes to revalidate the privileges of any of the SEP class ratings must comply with FCL.740.A(b) of Annex I (Part-FCL) to Regulation (EU) No 1178/2011.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6925873160362244;N/A
Consequently, a public airport may grant aid to an airline using the airport if the decision to grant the measure is imputable to the State and the other conditions of Article 61(1) of the EEA Agreement are met.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.691138744354248;N/A
Airports are eligible for cost coverage as ‘recognised airports’ pursuant to §27(d) and §27(f) LuftVG if the Federal Ministry for Transport has recognised a necessity due to safety reasons and transport policy related interests (49).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6893863677978516;N/A
Airports are eligible for cost coverage as ‘recognised airports’ pursuant to §27(f) LuftVG if the Federal Ministry for Transport has recognised a necessity due to safety reasons and transport policy related interests.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6774699687957764;N/A
(78)  Point 25(v) of the 2014 Aviation Guidelines.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6749485731124878;N/A
The principles set out in these guidelines apply to State aid to airports and airlines (16).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6705268621444702;N/A
(12)  Planning approval decision for the southern take-off and landing runway and apron of a responsible German planning authority of 4 November 2004 and the first amendment to that decision of 9 December 2005.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6638123989105225;N/A
Section 33(2) of the Act To permit an officer to enter and inspect an aerodrome.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6632810831069946;N/A
Section 33(1) of the Act To allow an officer to board and inspect an aircraft and all goods and documents carried in and relating to it.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6625071167945862;N/A
The Agency furthermore noted that on-going rulemaking task FCL.002 has already proposed to amend the provision of FCL.740A(b) to include provisions for the revalidation by experience in case of pilots holding both SEP (land) and SEP (sea).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6622130870819092;N/A
The regular airborne equipment, as well as the materials and supplies normally retained on board the aircraft of an air carrier airline of either Contracting Party, may be unloaded in the territory of the other Contracting Party only with the approval of the customs authorities of that territory.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6619929075241089;N/A
As regards State aid in the aviation sector, the Authority considers that those common principles are respected when State aid granted to airports or airlines meets all the conditions outlined respectively in Sections 5.1 and 5.2.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6618422269821167;N/A
(5)  Communication from the Commission — Guidelines on State aid to airports and airlines (OJ C 99, 4.4.2014, p. 3).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6603843569755554;N/A
(5)  Communication from the Commission — Guidelines on State aid to airports and airlines (OJ C 99, 4.4.2014, p. 3).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6603842973709106;N/A
(4)  Communication from the Commission — Guidelines on State aid to airports and airlines (OJ C 99, 4.4.2014, p. 3).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.654720664024353;N/A
(73)  Point 173 of the 2014 Aviation Guidelines.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6540933847427368;N/A
Instead, the Commission will apply the principles set out in the 2014 Aviation Guidelines to all cases concerning operating aid (pending notifications and unlawful non-notified aid) to airports even if the aid was granted before 4 April 2014 and the beginning of the transitional period (77).;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6487849950790405;N/A
In accordance with the Authority notice on the determination of the applicable rules for the assessment of unlawful State aid, the Authority will apply to unlawful start-up aid to airlines the rules in force at the time when the aid was granted.;Die Genehmigung wird vom Luftfahrt-Bundesamt erteilt.;0.6482764482498169;N/A
