Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
This Agreement shall enter into force on the date on which the Parties exchange diplomatic notes informing each other that their respective internal procedures necessary for the entry into force of this Agreement have been completed.;This Agreement shall enter into force once the Parties have notified each other of the completion of their internal procedures for its conclusion.;0.9004189968109131;0.631578947368421
7, Transitional Provisions and Savings) (Amendment) Order 2018.;3, Consequential Amendments, Transitional Provisions and Savings) Order 2007 ( S.I.;0.9002850651741028;0.6666666666666667
(4)  Commission Decision (EU, Euratom) 2015/443 of 13 March 2015 on Security in the Commission (OJ L 72, 17.3.2015, p. 41).;(5)  Commission Decision (EU, Euratom) 2015/444 of 13 March 2015 on the security rules for protecting EU classified information (OJ L 72, 17.3.2015, p. 53).;0.9314765334129333;0.4347826086956522
This Agreement may be amended on the basis of a mutual written agreement between the Parties.;This Agreement may be amended by written agreement of the Parties.;0.938567578792572;0.2857142857142857
The customs authorities of the exporting country may authorise any exporter, hereinafter referred to as ‘approved exporter’ who makes frequent shipments of products under the Agreement to make out invoice declarations irrespective of the value of the products concerned.;The customs authorities of the exporting Party may authorise any exporter (‘approved exporter’), who makes frequent shipments of products in accordance with the provisions of this Appendix, to make out origin declarations irrespective of the value of the products concerned.;0.9326722621917725;0.3571428571428571
(4)  OJ L 176, 5.7.2011, p. 52.;(5)  OJ L 77, 16.3.2012, p. 18.;0.9171904921531677;0.7272727272727273
Done at Brussels, 21 January 2008.;Done at Brussels, 28 February 2008.;0.9458908438682556;0.5714285714285714
It is the registered owner of a vessel owned by IRISL or an IRISL affiliate.;It is the registered owner of several vessels owned by IRISL or an IRISL affiliate.;0.9798519015312195;0.375
(5)  OJ L 357, 31.12.2002, p. 72.;(3) OJ L 357, 31.12.2002, p.;0.9399701952934265;0.5555555555555556
IN WITNESS WHEREOF, the undersigned Plenipotentiaries, being duly authorised, have signed this Agreement.;IN WITNESS WHEREOF, the undersigned Plenipotentiaries, being duly authorised thereto, have signed this Convention.;0.9082109928131104;0.30000000000000004
(3)  OJ L 287, 4.11.2010, p. 3.;(3) OJ C 244, 10.10.2003, p.;0.9055075645446777;0.8
Article 56(2) Receiving information from, or providing information to, other competent authorities regarding disciplinary action, criminal sanctions or other serious circumstances likely to have consequences for the practice of dentistry.;Article 56(2) Receiving information from, or providing information to, other competent authorities regarding disciplinary action, criminal sanctions or other serious circumstances likely to have consequences for practice as a specialist dentist in orthodontics or oral surgery.;0.9357550740242004;0.25
Utferdiget i Brussel, den 28. juli 2010 og den 19. august 2010.;Întocmit la Bruxelles, 28 iulie 2010 și 19 august 2010.;0.9596936106681824;0.875
Signed by authority of the Secretary of State for Work and Pensions.;Signed by authority of the Secretary of State for Works and Pensions.;0.9981139898300171;0.2857142857142857
(7)  Commission Delegated Regulation (EU) No 1268/2012 of 29 October 2012 on the rules of application of Regulation (EU, Euratom) No 966/2012 of the European Parliament and of the Council on the financial rules applicable to the general budget of the Union (OJ L 362, 31.12.2012, p. 1).;(6)  Regulation (EU, Euratom) No 966/2012 of the European Parliament and of the Council of 25 October 2012 on the financial rules applicable to the general budget of the Union and repealing Council Regulation (EC, Euratom) No 1605/2002 (OJ L 298, 26.10.2012, p. 1).;0.9238419532775879;0.4411764705882353
9 Order applies for the purposes of paragraph (3) as it applies for the purposes of article 4(3)(a) of the No.;9 Order apply for the purposes of paragraph (2)(a), (c), (e), (g), (i) and (k) as they apply for the purposes of article 4(2)(a) of the No.;0.9229856729507446;0.5714285714285714
9 Order applies in connection with a claim for universal credit where a single claimant, or, as the case may be, either or both of joint claimants, gives incorrect information regarding his or her (or their) residing in a No.;9 Order applies in connection with a claim for universal credit where a claimant makes an incorrect statement regarding the claimant residing in a No.;0.9489098787307739;0.47619047619047616
686/97 , Council Regulation (EC) No.;818/96 ”, substitute “Council Regulation (EC) No.;0.9277042150497437;0.625
2) Order 2002 and shall come into force on 29th November 2002.;2) (Amendment) Order 2002 and shall come into force on 25th October 2002.;0.9192996621131897;0.4545454545454546
No L 330/8                     Official Journal of the European Communities                         10 .;No L 239 / 26                     Official Journal of the European Communities                       11 .;0.9384129643440247;0.5
The conclusions shall make reference to these comments.;The conclusions shall make reference to these views.;0.9237416386604309;0.33333333333333337
Whipped up the government-orchestrated terror campaign before and during the 2008 elections.;Whipped up the terror campaign before and during the elections.;0.9143618941307068;0.33333333333333337
The unemployment allowance shall be set by reference to the basic salary attained by the former member of the contract staff at the time of the termination of his service.;The unemployment allowance shall be set by reference to the basic salary attained by the former member of the temporary staff at the time of the termination of his service.;0.9743047952651978;0.125
Assessment and verification: The applicant shall provide test reports using the following standard EN: ISO 105 B02.;Assessment and verification: The applicant shall provide test reports using the following standard EN: ISO 105 X12.;0.9437357187271118;0.1333333333333333
(4)  OJ L 357, 31.12.2002, p. 72.;(2)  OJ L 294, 29.10.2002, p. 74.;0.9026485681533813;0.7272727272727273
It is the registered owner of a vessel owned by IRISL or an IRISL affiliate.;It is the registered owner of several vessels owned by IRISL or an IRISL affiliate.;0.9798516631126404;0.375
The master shall be considered to be responsible for any proven manipulation of a vessel’s VMS system aimed at disturbing its operation or falsifying its position messages.;The master shall be considered to be responsible for any proven manipulation of a vessel's VMS system aimed at disturbing its operation or falsifying its position messages.;0.9992533922195435;0.11764705882352944
They shall cooperate with that authority, at its request, on any action taken to eliminate the risks posed by products which they have placed on the market.;They shall cooperate with that authority, at its request, on any action taken to eliminate the risks posed by products which they have made available on the market.;0.9968270063400269;0.2142857142857143
The Member States may participate in meetings of the Joint Agreement Implementation Committee as members of the European Union delegation.;The Member States may participate in meetings of the Joint Implementation Committee as members of the Union delegation.;0.911813497543335;0.15384615384615385
Regulation 20 In paragraph (1) after “regulation 13(6) above” insert “and Schedule 4A to these Regulations” and for “modifications made by that regulation” substitute “modifications made by that Schedule”.;Regulation 5 Regulation 6 Regulation 7 Regulation 8 Regulation 11 Regulation 18 In paragraphs (4), (5) and (7) after “regulation 13(6) above” insert “and Schedule 4A to these Regulations” and for “modifications made by that regulation” substitute “modifications made by that Schedule”.;0.9268515110015869;0.4545454545454546
In witness whereof the Official Seal of the Forestry Commissioners is hereunto affixed on 6th June 2002.;In witness whereof the Official Seal of the Forestry Commissioners is hereunto affixed on 12th February 2002.;0.9160953164100647;0.3076923076923077
