Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
Die nach § 12 Absatz 3 der Bundesärzteordnung zuständige Behörde des Landes stellt dem Antragsteller die Ladung zur Eignungsprüfung spätestens fünf Kalendertage vor dem Prüfungstermin zu.;Die nach § 12 Absatz 2 der Bundes-Apothekerordnung zuständige Behörde des Landes stellt dem Antragsteller die Ladung zur Kenntnisprüfung spätestens sieben Tage vor dem Prüfungstermin zu.;0.9009925127029419;0.3448275862068966
"(1) Die ehrenamtlichen Richter beim Landessozialgericht müssen das dreißigste Lebensjahr vollendet haben; sie sollen mindestens fünf Jahre ehrenamtliche Richter bei einem Sozialgericht gewesen sein.";(1) Die ehrenamtlichen Richter müssen das dreißigste Lebensjahr vollendet haben und sollen mindestens fünf Jahre ehrenamtliche Richter eines Gerichts für Arbeitssachen gewesen sein.;0.9682981371879578;0.3928571428571429
Das Nähere wird durch Bundesgesetz geregelt.;Das Nähere regelt ein Bundesgesetz.;0.9597103595733643;0.625
(5) Einem Unternehmen, dem die funktionelle Trennung auferlegt wurde, kann auf jedem Einzelmarkt, auf dem es als Unternehmen mit beträchtlicher Marktmacht nach § 11 eingestuft wurde, jede der Verpflichtungen nach den §§ 19, 20, 21, 23, 24, 30, 39 oder § 42 Absatz 4 Satz 3 auferlegt werden.;(3) Dem rechtlich oder betrieblich getrennten Geschäftsbereich kann auf jedem Einzelmarkt, auf dem er als Unternehmen mit beträchtlicher Marktmacht nach § 11 eingestuft wurde, jede der Verpflichtungen nach den §§ 19, 20, 21, 23, 24, 30, 39 oder § 42 Absatz 4 Satz 3 auferlegt werden.;0.940468430519104;0.23913043478260865
Die §§ 58, 152, 160, 209, 240, 256 und 261 des Aktiengesetzes in der Fassung des Bilanzrichtlinie-Umsetzungsgesetzes vom 17. Juli 2015 (BGBl.;Die §§ 111, 170, 171, 176, 237 und 283 des Aktiengesetzes in der Fassung des CSR-Richtlinie-Umsetzungsgesetzes vom 11. April 2017 (BGBl.;0.9021399021148682;0.7
I S 654), das zuletzt durch Artikel 2 Abs. 1 des Gesetzes vom 5. Dezember 2006 (BGBl.;I Nr. 9 S. 66), das zuletzt durch Artikel 1 des Gesetzes vom 19. Dezember 2006 (BGBl.;0.912164032459259;0.44999999999999996
Die Lichtstärke der in den Nummern 1 bis 7 vorgeschriebenen blauen Lichter muss mindestens derjenigen der gewöhnlichen blauen Lichter entsprechen.;Die Lichtstärke der in diesem Paragraphen vorgeschriebenen blauen Lichter muß mindestens derjenigen der gewöhnlichen blauen Lichter entsprechen.;0.9315635561943054;0.4736842105263158
(6) Die Vollmacht ist schriftlich zu den Gerichtsakten einzureichen.;(5) Die Vollmacht ist schriftlich zu den Gerichtsakten einzureichen.;0.98851078748703;0.19999999999999996
Soweit nicht in diesem Gesetz etwas anderes bestimmt ist, sind die für Bundesbeamte allgemein geltenden Vorschriften anzuwenden.;Soweit in diesem Gesetz nichts anderes bestimmt ist, sind die für die Bundesbeamten geltenden versorgungsrechtlichen Vorschriften sinngemäß anzuwenden.;0.9359928965568542;0.4
(6) § 14c gilt auch für Planfeststellungsbeschlüsse und Plangenehmigungen, die vor dem 17. Dezember 2006 erlassen worden sind, soweit der Plan noch nicht außer Kraft getreten ist.;(2) § 17c gilt auch für Planfeststellungsbeschlüsse und Plangenehmigungen, die vor dem 17. Dezember 2006 erlassen worden sind, soweit der Plan noch nicht außer Kraft getreten ist.;0.9678071737289429;0.13793103448275867
(4) Soweit eine Freiheitsstrafe durch Anrechnung erledigt ist, gilt sie als verbüßte Strafe im Sinne der Absätze 1 bis 3.;Ist Untersuchungshaft oder eine andere Freiheitsentziehung auf Freiheitsstrafe angerechnet, so gilt sie als verbüßte Strafe im Sinne des Absatzes 1 Satz 1 Nummer 3.;0.9086393117904663;0.6
Widerspruch und Anfechtungsklage gegen Maßnahmen nach Satz 2 oder Satz 3 haben keine aufschiebende Wirkung.;Widerspruch und Anfechtungsklage gegen Anordnungen nach den Sätzen 1 und 3 haben keine aufschiebende Wirkung.;0.9546202421188354;0.4444444444444444
"(4) Die erfolgreiche Teilnahme an den Lehrgängen wird festgestellt, wenn alle Leistungsnachweise mindestens mit der Note ""ausreichend"" bewertet wurden.";"(5) Die erfolgreiche Teilnahme an den Lehrgängen wird durch mindestens vier Leistungsnachweise festgestellt, die mindestens mit der Note ""ausreichend"" bewertet worden sein müssen.";0.9517472982406616;0.3846153846153846
Punkte dürfen nur für die richtige Antwort vergeben werden.;Punkte dürfen nur für richtige Antworten vergeben werden.;0.9718182682991028;0.30000000000000004
Der Übergang der Ansprüche kann nicht zum Nachteil der oder des Geschädigten geltend gemacht werden.;Der Übergang kann nicht zum Nachteil des Entschädigungsberechtigten geltend gemacht werden.;0.9089317321777344;0.2857142857142857
(1) Steht das EDV-gestützte Beförderungs- und Kontrollsystem nicht zur Verfügung, kann der Steuerlagerinhaber als Versender oder der registrierte Versender abweichend von § 17 nur dann eine Beförderung von Bier unter Steueraussetzung beginnen, wenn ein Ausfalldokument nach amtlich vorgeschriebenem Vordruck verwendet wird.;(1) Steht das EDV-gestützte Beförderungs- und Kontrollsystem nicht zur Verfügung, kann der Steuerlagerinhaber als Versender oder der registrierte Versender abweichend von § 21 nur dann eine Beförderung von Erzeugnissen unter Steueraussetzung beginnen, wenn ein Ausfalldokument nach amtlich vorgeschriebenem Vordruck verwendet wird.;0.9185049533843994;0.09999999999999998
Die Bundesregierung kann mit Zustimmung des Bundesrates allgemeine Verwaltungsvorschriften erlassen.;Das Bundesministerium erlässt mit Zustimmung des Bundesrates die allgemeinen Verwaltungsvorschriften, die zur Durchführung dieses Gesetzes und der auf Grund dieses Gesetzes erlassenen Rechtsverordnungen erforderlich sind.;0.9068309664726257;0.7692307692307692
Unterschrift(en) der Personen nach § 16b Absatz 2 Satz 7;Unterschrift(en) der Personen nach § 21b Absatz 2 Satz 7;0.9625123143196106;0.16666666666666663
