Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
OPITZ  // Pieter DANKERT  (1) OJ No C 344, 31.;OPITZ  // P. DANKERT  (1) OJ No C 344, 31.;0.9250607490539551;0.19999999999999996
595/2004 laying down detailed rules for applying Council Regulation (EC) No.;793/2004 amending Council Regulation (EEC) No.;0.8361887335777283;0.8181818181818181
9 Order applies in connection with a claim for universal credit where a single claimant, or, as the case may be, either or both of joint claimants, gives incorrect information regarding his or her (or their) residing in a No.;9 Order applies in connection with a claim for universal credit where a claimant makes an incorrect statement regarding the claimant residing in a No.;0.9489098787307739;0.47619047619047616
(4)  OJ L 208, 5.8.2002, p. 1.;(2) OJ C 274 E 26.9.2000, p.;0.8025269508361816;0.9230769230769231
The Republic of Chile undertakes to make a declaration as regards the waiver of claims against any State participating in the EU military crisis management operation, and to do so when signing this Agreement.;The European Union undertakes to ensure that Member States make a declaration as regards the waiver of claims, for the participation of the Republic of Chile in the EU military crisis management operation, and to do so when signing this Agreement.;0.8591604828834534;0.34782608695652173
The Commission shall appoint the hearing officer.;For this purpose, after consulting the director responsible, the hearing officer may hold a meeting with the persons invited to the hearing and, where appropriate, the Commission services, in order to prepare for the hearing itself.;0.8094291090965271;0.8333333333333334
Authorisation is subject to economic needs test.;Economic needs test may be applied.;0.8160956501960754;0.5714285714285714
AT THE REQUEST OF A MEMBER STATE OR OF THE COMMISSION , CONSULTATIONS SHALL BE HELD WITHIN THE COUNCIL IF SUCH MEASURES MIGHT BE PREJUDICIAL TO THE INTERESTS OF ONE OR MORE MEMBER STATES OR OF THE COMMUNITY .;The Council may, at the request of a Member State or of the Commission, examine those matters.;0.8592406511306763;0.736842105263158
In addition, for applicants using the unbundled purchase in point (a), declarations from the guarantees of origin supplier showing compliance with above conditions mentioned in point (a) shall be provided.;In addition, for point (b), declarations from the guarantees of origin supplier showing compliance with conditions mentioned in criterion 12(a) shall also be provided.;0.8663856983184814;0.4
9 Order” means the Welfare Reform Act 2012 (Commencement No.;17 Order by article 10(2) of the Welfare Reform Act 2012 (Commencement No.;0.8475302457809448;0.5384615384615384
The customs authorities issuing movement certificates EUR.1 shall take any steps necessary to verify the originating status of the products and the fulfilment of the other requirements of this Protocol.;The customs authorities may issue a movement certificate EUR.1 retrospectively only after verifying that the information supplied in the exporter's application agrees with that in the corresponding file.;0.8238062858581543;0.8666666666666667
The Deputy Secretary-General shall establish the arrangements for such recruitment.4.;The Deputy Secretary-General shall establish the arrangements for such recruitment.;0.954151451587677;0.2857142857142857
Subject to paragraph 2, secondment may be terminated at the request of GSC or of the SNE's employer, provided three months' notice is given.;Subject to paragraph 2, secondment may be terminated at the request of the EEAS (agreed by the Human Resources Department and the relevant Managing Director or equivalent) or of the SNE’s employer, provided three months’ notice is given.;0.8365164399147034;0.46153846153846156
(4)  OJ L 347, 30.12.2005, p. 1.;(7) OJ C 314, 17.12.2002, p.;0.8779865503311157;0.9166666666666666
The notified body shall evaluate any proposed changes and decide whether the modified quality system will continue to satisfy the requirements referred to in point 3.2 or whether a reassessment is necessary.;The notified body must assess the quality system to determine whether it satisfies the requirements referred to in point 3.2.;0.8126212358474731;0.6086956521739131
The date from which the Agreement will be provisionally applied will be published in the Official Journal of the European Union by the General Secretariat of the Council.;This Decision shall enter into force the day of its publication in the Official Journal of the European Union.2.;0.824704110622406;0.8421052631578947
Regulations 2015 are amended as follows.;Regulations 2015 they do so with the modifications in paragraphs (2) to (5).;0.8094387054443359;0.75
The assessment by the European Union of Canada’s contribution shall be conducted in consultation with Canada.;The European Union shall communicate in a timely fashion the outcome of the assessment to Canada by letter with a view to securing the participation of Canada in accordance with the provisions of this Agreement.;0.8200127482414246;0.75
Any other State, not referred to in paragraph 2 above, that is a Member of the United Nations may accede to the Protocol upon approval by the Meeting of the Parties to the Convention serving as the Meeting of the Parties to the Protocol.;Any other State, not referred to in paragraph 2 above, that is a Member of the United Nations may accede to the Convention upon approval by the Meeting of the Parties.;0.9446020722389221;0.125
14) Regulations 2001 are revoked.;2) Order 1999 is hereby revoked.;0.808806836605072;0.875
The MEFP of May 2013 provided for the resolution of the undercapitalised banks through a Purchase & Assumption procedure.;The MEFP of December 2012 provided for the resolution of the undercapitalised banks through a Purchase & Assumption procedure or, as a second-best option, through the creation of a bridge bank.;0.8550902009010315;0.5294117647058824
(2) OJ No L 109, 1.;(3) OJ No C 124, 9.;0.829502522945404;0.8888888888888888
(39)  Commission Decision 2010/18/EC of 26 November 2009 on establishing the ecological criteria for the award of the Community Ecolabel for wooden floor coverings (OJ L 8, 13.1.2010, p. 32).;(35)  Commission Decision 2009/568/EC of 9 July 2009 establishing the ecological criteria for the award of the Community Eco-label for tissue paper (OJ L 197, 29.7.2009, p. 87).;0.84379643201828;0.65625
The constructed value was computed by taking the company's total cost of materials and manufacture, including overheads, and adding a profit margin of 5 %, which was considered to be reasonable in the light of the company's performance during a representative profitable period.;(8) For Celulosa y Derivados SA, the constructed value was computed by taking the company's total cost of materials and manufacature, including overheads, and adding a profit of 7 % considered to be reasonable in the light of the profitability of the company in the previous three-year period.;0.8098776936531067;0.46875
(3) OJ L 300, 11.11.1998, p.;(5)  OJ C 59, 23.2.2001, p. 307.;0.8337345123291016;0.9166666666666666
Done at Brussels on the nineteenth day of July in the year two thousand and five.;Priimta du tūkstančiai penktų metų liepos devynioliktą dieną Briuselyje.;0.8993627429008484;1.0
(3)  OJ L 255, 30.9.2015, p. 416.;(2) OJ C 241, 7.10.2002, p.;0.8362544775009155;0.9166666666666666
In the case of contract staff, classification in the next higher grade in the same function group shall be by decision of the Agency.;It shall be effected by classifying such contract staff in the first step of the next higher grade.;0.8325462937355042;0.625
(34)  Article 15(2) of the EC Rules for Participation, and Article 14(2) of the equivalent Euratom Rules for Participation.;(30)  Article 33(1) of the EC Rules for Participation.;0.8508395552635193;0.6923076923076923
The Association Council may also make recommendations.;The Association Committee shall also make recommendations.;0.8619338870048523;0.5
2) Regulations 2007 are amended in accordance with regulations 3 to 12.;36) Regulations 2014 are amended as follows.;0.8173004388809204;0.8
Where power to waive the privilege or immunity lies with an authority of the executing State, the executing judicial authority shall request it to exercise that power forthwith.;Where power to waive the privilege or immunity lies with an authority of another State or international organisation, it shall be for the issuing judicial authority to request it to exercise that power.;0.9126206636428833;0.3529411764705882
Done at Brussels, 23 July 2007.;Done at Brussels, 27 June 2008.;0.8315152525901794;0.75
The prohibitions in Article 4a shall be without prejudice to the execution, until 15 April 2013, of an obligation arising from contracts concluded before 23 January 2012 or 16 October 2012 and relating to investments made in Iran before those dates by enterprises established in Member States.;The prohibition set out in Article 4(1) shall be without prejudice to the execution, until 15 April 2013, of any obligation relating to the delivery of goods provided for in contracts concluded before 26 July 2010 or16 October 2012.;0.8621286749839783;0.641025641025641
(4)  OJ L 357, 31.12.2002, p. 72.;(2) OJ C 314, 17.12.2002, p.;0.8492600321769714;0.9166666666666666
FOR THE PURPOSE OF IMPLEMENTING PARAGRAPH 1 ( A ) ( 1 ) , PRODUCTS WHOLLY OBTAINED IN ONE OR MORE COUNTRIES OR TERRITORIES WHICH UNDERGO WORKING OR PROCESSING IN THE COMMUNITY SHALL BE CONSIDERED AS HAVING BEEN WHOLLY OBTAINED IN THE COMMUNITY .;FOR THE PURPOSE OF IMPLEMENTING PARAGRAPH 1 ( A ) ( 2 ) , WORKING OR PROCESSING IN ONE OR MORE COUNTRIES OR TERRITORIES SHALL BE CONSIDERED AS HAVING BEEN CARRIED OUT IN THE COMMUNITY , WHERE THE PRODUCTS THUS OBTAINED UNDERGO SUBSEQUENT WORKING OR PROCESSING IN THE COMMUNITY .;0.9260491132736206;0.25
Έγινε στις Βρυξέλλες, στις είκοσι οκτώ Νοεμβρίου δύο χιλιάδες έντεκα.;Întocmit la Bruxelles la douăzeci și opt noiembrie două mii unsprezece.;0.9487274289131165;1.0
UK: compliance with an economic needs test is required.;UK: compliance with an economic-needs test is required.;0.9937346577644348;0.4285714285714286
at request of authorised payment institution) before it complies with paragraph (3) of this regulation.;at request of authorised payment institution) (as applied by regulation 15) before it complies with paragraph (2) of this regulation.;0.9321156740188599;0.36363636363636365
The Decision, including the Annex, shall be published in the EEA Section of and in the EEA Supplement to the Official Journal of the European Union.;This Decision shall be published in the Official Journal of the European Union and on the ESRB’s website.;0.8072391152381897;0.5333333333333333
Amendment of the Education (Teacher Student Loans) (Repayment etc.);Amendment of the Education (Grants etc.);0.8101212382316589;0.625
AT: compulsory air insurance can be underwritten only by a subsidiary established in the Community or by a branch established in Austria.;DE: compulsory air insurance policies can be underwritten only by a subsidiary established in the Community or by a branch established in Germany.;0.898556649684906;0.33333333333333337
Grounds for listing: Deputy Minister of Public Health of the Taliban regime.;Grounds for listing: Head of the Information Department, Ministry of Foreign Affairs of the Taliban regime.;0.8127743005752563;0.7142857142857143
The financial arrangements shall respect the operational requirements of EUJUST LEX-IRAQ, including compatibility of equipment.;The financial arrangements shall respect the operational requirements of EUPM, including compatibility of equipment and interoperability of its teams.;0.8561113476753235;0.3571428571428571
(4)  OJ L 5, 9.1.2004, p. 85.;(12)  OJ C 76 E, 25.3.2004, p. 459.;0.8066520094871521;0.8461538461538461
The Member States in which negotiations take place in accordance with this Article shall notify the Commission of the application of paragraph 2(f) and of paragraph 6.;Member States shall notify the Commission forthwith of the rules referred to in paragraph 1 which they have adopted.;0.8043025135993958;0.7
Acquisition and collation of new additional geothermal data.;Compilation of geothermal models in the regions concerned.;0.8124064207077026;0.9
The ECB shall take into account all relevant explanations provided by that manufacturer.;The ECB shall take into account all relevant explanations provided by the respective manufacturer.;0.9836020469665527;0.11111111111111116
(2)  OJ C 308, 12.11.2010, p. 1.;(7) OJ L 309, 9.12.2000, p.;0.8479373455047607;0.9166666666666666
2) (Amendment) Order 2003 and shall come into force on 1st September 2003.;Act 2002 (Commencement No 1) Order 2003.;0.8135408163070679;0.8461538461538461
Signed by the authority of the Secretary of State for Health.;Signed by order of the Secretary of State.;0.8073684573173523;0.5
15, Transitional and Savings Provisions) Order 2016.;5 and Saving and Transitional Provision) Order 2013.;0.836406409740448;0.8
