Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
(1) Die tatsächlichen Feststellungen eines rechtskräftigen Urteils im Strafverfahren oder Bußgeldverfahren, auf denen die Entscheidung beruht, sind für den Disziplinarvorgesetzten bindend, soweit das Dienstvergehen denselben Sachverhalt zum Gegenstand hat.;Die Vorschriften über Urteile gelten entsprechend.;0.8172701597213745;0.9696969696969697
Als Abschlag darf höchstens die Hälfte des Betrags gezahlt werden, der von dem Jahresüberschuß nach Abzug der Beträge verbleibt, die nach Gesetz oder Satzung in Gewinnrücklagen einzustellen sind.;Auf Grund einer solchen Satzungsbestimmung kann höchstens die Hälfte des Jahresüberschusses in andere Gewinnrücklagen eingestellt werden.;0.8476679921150208;0.8181818181818181
Der Arbeitgeber steht auch für die Leistungen aus diesen Beiträgen ein.;Der Beauftragte achtet vor allem darauf, dass dem Arbeitgeber obliegende Verpflichtungen erfüllt werden.;0.8095501661300659;0.9090909090909091
"Sie kann nachgereicht werden; hierfür kann das Patentgericht eine Frist bestimmen.";(3) Gegen die Androhung und gegen die Festsetzung des Zwangsgeldes kann der Patentanwalt innerhalb eines Monats nach der Zustellung die Entscheidung des Landgerichts (§ 85) beantragen.;0.8145236372947693;0.9666666666666667
Sie ruht, solange über einen Antrag auf Freigabe nach § 29 noch nicht entschieden oder eine anderweitige Zwischenlagerung der radioaktiven Abfälle angeordnet oder genehmigt ist.;"(3) Bis zur Bestandskraft eines Planfeststellungsbeschlusses zur Stilllegung bedarf der Umgang mit radioaktiven Stoffen einer Genehmigung nach den Vorschriften dieses Gesetzes oder der Strahlenschutzverordnung; § 19 Absatz 1 bis 4 in Verbindung mit § 24 findet insoweit keine Anwendung.";0.8084978461265564;0.9038461538461539
Entwicklungen in den vertraglichen Grundlagen, in der Pflegeplanung, den pflegefachlichen Konzeptionen und in der konkreten Versorgungssituation in der ambulanten und in der stationären Pflege unter Berücksichtigung unterschiedlicher Gruppen von Pflegebedürftigen und Versorgungskonstellationen einschließlich derjenigen von pflegebedürftigen Personen, die im Rahmen der Eingliederungshilfe für behinderte Menschen versorgt werden.;Bei ambulanten Pflegediensten ist in den Versorgungsverträgen der Einzugsbereich festzulegen, in dem die Leistungen zu erbringen sind.;0.8246217370033264;0.9090909090909091
(5) Börsenträger, denen vor dem 1. November 2007 eine Genehmigung nach § 1 Abs. 1 des Börsengesetzes in der bis zum 31. Oktober 2007 geltenden Fassung erteilt worden ist, bedürfen insoweit keiner Erlaubnis nach § 4.;Die Befugnisse der Börsenaufsichtsbehörde nach § 4 gelten in Ansehung der vor dem 1. November 2007 erteilten Genehmigungen entsprechend.;0.8309967517852783;0.7631578947368421
Es ist ferner unverbindlich, soweit es unter Berücksichtigung der gewährten Entschädigung nach Ort, Zeit oder Gegenstand eine unbillige Erschwerung des Fortkommens des Gehilfen enthält.;Soweit hiernach die Ansprüche auf Hauptentschädigung vor der Anrechnung nicht erfüllt werden können, sind sie durch die Gewährung von Unterhaltshilfe vorläufig in Anspruch genommen.;0.866110622882843;0.9523809523809523
I S. 1593), zuletzt geändert durch Artikel 8 des Gesetzes vom 27. April 2002 (BGBl.;(2) § 141 Abs. 1 Satz 1 Nr. 3 der Abgabenordnung in der Fassung des Artikels 6 des Gesetzes vom 31. Juli 2003 (BGBl.;0.8132627010345459;0.8666666666666667
(4) Bei ortsveränderlichem Umgang mit radioaktiven Stoffen und beim Betrieb von ortsveränderlichen Anlagen zur Erzeugung ionisierender Strahlen oder Bestrahlungsvorrichtungen ist ein nach Absatz 1 Satz 2 Nr. 2 einzurichtender Kontrollbereich so abzugrenzen und zu kennzeichnen, dass unbeteiligte Personen diesen nicht unbeabsichtigt betreten können.;(1) Bei der Planung von anderen als in § 49 genannten Anlagen nach § 7 Abs. 1 des Atomgesetzes sind bauliche oder technische Schutzmaßnahmen unter Berücksichtigung des potenziellen Schadensausmaßes zu treffen, um die Strahlenexposition bei Störfällen durch die Freisetzung radioaktiver Stoffe in die Umgebung zu begrenzen.;0.8087958097457886;0.9
