Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
Where a paying agent has information suggesting that the individual who receives an interest payment or for whom an interest payment is secured may not be the beneficial owner, that agent shall take reasonable steps to establish the identity of the beneficial owner.;(2) Bedient sich ein Institut eines Agenten, hat es sicherzustellen, dass dieser zuverlässig und fachlich geeignet ist, bei der Erbringung der Zahlungsdienste die gesetzlichen Vorgaben erfüllt, den Zahlungsdienstnutzer vor oder während der Aufnahme der Geschäftsbeziehung über seinen Status informiert und unverzüglich von der Beendigung dieses Status in Kenntnis setzt.;0.7055574059486389;N/A
Intermediation agencies are not allowed to conclude insurance contracts for foreign insurance companies with Romanian legal or natural persons or for their goods.;Dieses Gesetz gilt nicht für die Aufnahme eidesstattlicher Versicherungen in Verwaltungsverfahren.;0.7364151477813721;N/A
Regulation 31F In paragraph (6) omit “or, as the case may be, has ceased to satisfy the conditions for registration set out in section 4 of the 1983 Act,”.;(5) Personen, die vor dem 1. Januar 1993 einen Aufnahmebescheid nach § 26 erhalten haben, sind Spätaussiedler, wenn sie die Voraussetzungen des § 1 Abs. 2 Nr. 3, mit der Maßgabe, dass kein Ausschlussgrund nach § 5 Nr. 1 Buchstabe d oder Buchstabe e vorliegt, oder des § 4 erfüllen.;0.708210289478302;N/A
The provisions of Article 3 (3) apply.2.;Im übrigen sind § 88 Abs. 2 und 3 und § 41 Abs. 4 entsprechend anzuwenden.;0.7279036641120911;N/A
2) Regulations 2008 and shall come into force on 30th June 2008.;Auf Wehrpflichtige, die vor dem Inkrafttreten des Gesetzes vom 31. Juli 2008 (BGBl.;0.715263307094574;N/A
)THE EXECUTIVE COMMITTEE,Having regard to Article 132 of the Convention implementing the Schengen Agreement,Having regard to Article 75 of the abovementioned Convention,HAS DECIDED AS FOLLOWS:Document SCH/Stup (94) 21 rev.;(1) Spätestens vier Jahre nach seiner Einsetzung hat der SCE-Betriebsrat mit der Mehrheit seiner Mitglieder einen Beschluss darüber zu fassen, ob über eine Vereinbarung nach § 21 verhandelt werden oder die bisherige Regelung weiter gelten soll.;0.7340210676193237;N/A
(2) OJ C 194, 25.6.1997, p. 1.;II Nr. 38 v. 16.9.1997, S. 36;0.7817088961601257;N/A
(15)  Article 2(8) of the Law.;§ 13 Absatz 1 des Gesetzes gilt entsprechend.;0.7701699137687683;N/A
It follows that professional secrecy covers both business secrets and other confidential information.;Informationen, die einer Geheimhaltungspflicht unterliegen, dürfen nur übermittelt werden, wenn zusätzlich sichergestellt ist, dass sie bei diesen Stellen in gleicher Weise geheim gehalten werden.;0.7862005829811096;N/A
(26)  OJ C 174, 26.7.2006, p. 1.;L 379 vom 28.12.2006, S. 5) zulässig ist.;0.7249812483787537;N/A
