Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
(2) Pflanzen, Pflanzenerzeugnisse und sonstige Gegenstände, die von einem der in Anhang I Teil A der Richtlinie 2000/29/EG aufgeführten Schadorganismen befallen sind, dürfen innergemeinschaftlich nicht verbracht werden.;Angaben über Verfahren zur sachgerechten Beseitigung oder Neutralisierung des Pflanzenschutzmittels, dessen Behältnis oder Verpackung sowie des Wirkstoffes.;0.5996626615524292;1.0
Das gilt auch in den Schleusenvorhäfen, solange die Anker nicht benutzt werden.;In der Schleuse ist geeignete Schutzkleidung anzulegen.;0.6508164405822754;1.0
Sie kann durch Schläge von Metall auf Metall gleicher Dauer ersetzt werden.;Verlängerungsdrähte aus Stahl müssen einen leitenden Überzug haben, der den Stahl vor dem Rosten schützt und eine gut leitende Verbindung mit den anzuschließenden Teilen gewährleistet.;0.5726725459098816;1.0
Bestrahlungsräume, in denen die Ortsdosisleistung höher als 3 Millisievert durch Stunde sein kann, sind darüber hinaus so abzusichern, dass Personen, auch mit einzelnen Körperteilen, nicht unkontrolliert hineingelangen können.;(5) Röntgeneinrichtungen zur Behandlung dürfen nur in allseitig umschlossenen Räumen (Bestrahlungsräumen) betrieben werden.;0.6500904560089111;1.0
Auf Verlangen hat der abgebende Anbieter dem Endnutzer eine neue Rufnummer zuzuteilen.;Die abgetrennte Anmeldung erhält ein neues Aktenzeichen.;0.5706441402435303;1.0
Diese für die Finanzangelegenheiten zuständigen Vorstandsmitglieder versichern mit ihrer Unterschrift, dass die Angaben in ihren Rechenschaftsberichten nach bestem Wissen und Gewissen wahrheitsgemäß gemacht worden sind.;(3) In Beschwerdeverfahren setzt der Vorstand den Beschwerdeführer von seiner Entscheidung in Kenntnis.;0.6173204183578491;1.0
(3) Der Arbeitnehmer ist verpflichtet, der Kasse rechtzeitig die nach den gesetzlichen Vorschriften für die Bearbeitung des Antrags auf Altersvorsorgezulage erforderlichen Daten in der von der Kasse vorgeschriebenen Form zu machen, soweit die Kasse nicht selbst über diese Daten verfügt.;(5) Verpächter und Pächter können schriftlich ein niedrigeres Entgelt und einen längeren Zahlungszeitraum vereinbaren.;0.6092411279678345;1.0
Der Vorstand hat die geprüfte Jahresrechnung zusammen mit dem Prüfbericht und einer Stellungnahme zu den Feststellungen des Prüfberichts der Vertreterversammlung zur Entlastung vorzulegen.;Das Prüfergebnis wird einmal jährlich veröffentlicht.;0.6097599864006042;1.0
(2) Disziplinararrest ist aufzuheben, soweit er zusammen mit einer wegen desselben Sachverhalts nachträglich verhängten Freiheitsentziehung drei Wochen übersteigt.;Ein Strafrest, der auf Grund des Widerrufs seiner Aussetzung vollstreckt wird, kann unterbrochen werden, wenn die Hälfte, mindestens jedoch sechs Monate, des Strafrestes verbüßt sind und eine erneute Aussetzung in Betracht kommt.;0.7408909201622009;1.0
(3) Werden Holzverpackungen mit anderen als den in Absatz 1 Satz 1 genannten Materialien ausgebessert oder aufgearbeitet, so sind alle ursprünglichen Kennzeichnungen dauerhaft zu entfernen.;Wird nur ein Teil einer Schiffshypothek gelöscht, so ist in Spalte 2 der gelöschte Teil von dem Betrag abzuschreiben.;0.581384003162384;1.0
Die Beschwerde ist schriftlich unter Angabe der Gründe innerhalb einer Frist von 2 Wochen nach Zugang der Entscheidung einzulegen.;(1) Das Beschlußverfahren findet in den in § 2a bezeichneten Fällen Anwendung.;0.6234514117240906;1.0
Der Erörterungstermin kann ohne diese Personen fortgesetzt werden.;Hierbei ist die Redezeit zu begrenzen.;0.6120427846908569;1.0
Zur Finanzierung der Anschaffung von Anlagevermögen kann der Erdölbevorratungsverband nach Maßgabe des Wirtschaftsplans Kredite in dem Umfang aufnehmen, in dem dies zur Erfüllung seiner nach diesem Gesetz übertragenen Aufgaben erforderlich ist.;Die damit zusammenhängenden Einnahmen sind an den Bund abzuführen.;0.6678750514984131;1.0
citri einschließlich darauf zurückzuführender Stämme wie Xanthomonas campestris pv.;citri Typen A, B, C, D, E oder anders klassifizierte wie Xanthomonas citri, Xanthomonas campestris pv.;0.7298203110694885;0.6875
Absatz 1 Satz 2 gilt entsprechend.;Die Satzung bestimmt das Nähere.;0.6459919810295105;1.0
(4) Die Pflegekassen können subsidiär finanzielle Zuschüsse für Maßnahmen zur Verbesserung des individuellen Wohnumfeldes des Pflegebedürftigen gewähren, beispielsweise für technische Hilfen im Haushalt, wenn dadurch im Einzelfall die häusliche Pflege ermöglicht oder erheblich erleichtert oder eine möglichst selbständige Lebensführung des Pflegebedürftigen wiederhergestellt wird.;Auf Anforderung unterstützt der Medizinische Dienst der Krankenversicherung den Träger der Sozialhilfe bei seiner Entscheidung und erhält hierfür Kostenersatz, der zu vereinbaren ist.;0.6563065648078918;1.0
Den Versicherungsfällen stehen gleich Unfälle oder Entschädigungsfälle nach den Beamtengesetzen, dem Bundesversorgungsgesetz, dem Soldatenversorgungsgesetz, dem Gesetz über den zivilen Ersatzdienst, dem Gesetz über die Abgeltung von Besatzungsschäden, dem Häftlingshilfegesetz und den entsprechenden Gesetzen, die Entschädigung für Unfälle oder Beschädigungen gewähren.;Der Träger der Unfallversicherung hat Erstattungsansprüche durch Verwaltungsakt geltend zu machen.;0.7579288482666016;1.0
