Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
IN ARTICLE 4 , SECOND SUBPARAGRAPH , OF DECISION 77/803/EEC THE DATE 1 JANUARY 1981 SHALL BE REPLACED BY 1 JANUARY 1983 .;THIS METHOD SHALL APPLY FOR THE PERIOD 1 JULY 1981 TO 30 JUNE 1991 AND SHALL TAKE ACCOUNT , ON 1 JULY 1981 , OF THE REFERENCE PERIOD BEGINNING 1 JULY 1980 .;0.7097654342651367;0.88
To this end, Council Regulation (EC, Euratom) No 2988/95 of 18 December 1995 on the protection of the European Communities financial interests should apply.;This Decision lays down the conditions under which the ECB has determined to grant permission to credit institutions to include interim or year-end profits in CET1 capital pursuant to Article 26(2)(a) and (b) of Regulation (EU) No 575/2013.;0.7111729979515076;0.972972972972973
The President shall be elected from among members who are senior officials in the national administrations.;The chief administrative officer of the Secretariat shall be the Executive Secretary, who shall be appointed with the approval of the Contracting Parties on such terms as they may determine.;0.7091410160064697;0.9545454545454546
Article 2  The Commission shall keep the Council informed of the work of the bodies of the European Investment Fund.;In order to ensure that the European Parliament and the Council are able to follow the implementation of this Decision, the Commission should regularly inform them of developments relating to the assistance and provide them with relevant documents.;0.7824341058731079;0.8888888888888888
Regular written reports shall be circulated through the COREU network.;Regular reports shall be circulated through the COREU network.;0.9698121547698975;0.1428571428571429
In case of doubt concerning the validity or authenticity of a license, a duplicate or a replacement license, the competent authorities may request additional information from the licensing authority.;In the event that the licence in question is not valid, the licensing authority shall notify the competent authority, preferably by electronic means.;0.7346304655075073;0.88
Also, according to Germany, Frankfurt Hahn airport contributes to the job mobility of young people, who can reach the region Hunsrück and Rhineland-Palatinate at low prices.;In addition, Frankfurt Hahn is served mainly by low-cost carriers (Ryanair) and freight constitutes a rather important element in its business model whereas Saarbrücken airport offers mainly scheduled flights to national destinations and has only limited air freight transport.;0.7454853653907776;0.925
This nomenclature shall form part of the Commission's activity-based management.Registered documents shall be organised in files.;(2) SEC(86) 388.ANNEXPROVISIONS ON DOCUMENT MANAGEMENTWhereas:(1) All the Commission's activities and decisions in the political, legislative, technical, financial and administrative fields ultimately lead to the production of documents.;0.7489935159683228;0.896551724137931
Sealed with the Official Seal of the Department for Social Development on 31st July 2003.;Sealed with the seal of the Electoral Commission on the 28th day of November 2003.;0.7439613342285156;0.7857142857142857
Email The working day after it was transmitted.;Fax The working day after it was transmitted.;0.8400900959968567;0.4
They shall be accompanied by a written statement of the views expressed by the minority, when the latter so requests.3.;They must, where appropriate, set out the conclusions or reservations of the minority.;0.7342973351478577;0.9285714285714286
The new chapter is contained in the Annex to this Decision.;The list of publication means of the new Member States listed in Annex VIII to this Protocol shall be added to Appendix 2 of Annex XIII to the Agreement.;0.728106677532196;0.8947368421052632
Any person whom the staff member has a legal responsibility to maintain and whose maintenance involves heavy expenditure may, exceptionally, be treated as if he were a dependent child by special reasoned decision of the AACC, based on supporting documents.;Any child whom the staff member has a responsibility to maintain under a judicial decision based on EU Member States' legislation on the protection of minors shall be treated as a dependant child.;0.7517033219337463;0.7419354838709677
