Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
(1) Das Insolvenzgericht setzt die Vergütung und die  zu erstattenden Auslagen des Insolvenzverwalters durch Beschluß fest.;Anstelle eines Gläubigers ist der Insolvenzverwalter antragsberechtigt.;0.7230706214904785;1.0
§ 27e Absatz 1 Satz 2 bleibt unberührt.;Abschnitts, soweit in den §§ 36 bis 39 keine abweichenden Bestimmungen getroffen sind.;0.7868109941482544;1.0
(1) Für Streitigkeiten über Ansprüche aus Miet- oder Pachtverhältnissen über Räume oder über das Bestehen solcher Verhältnisse ist das Gericht ausschließlich zuständig, in dessen Bezirk sich die Räume befinden.;(3) Hat der Betroffene im räumlichen Geltungsbereich dieses Gesetzes keinen Wohnsitz, so wird die Zuständigkeit auch durch den gewöhnlichen Aufenthaltsort bestimmt.;0.7008491158485413;0.9761904761904762
Die Senate der Länder Bremen und Hamburg werden ermächtigt, die Vorschriften dieses Gesetzes über die Zuständigkeit von Behörden dem besonderen Verwaltungsaufbau ihrer Länder anzupassen und insbesondere zu bestimmen, welche Stellen die Aufgaben der Gemeinden nach Maßgabe dieses Gesetzes wahrzunehmen haben.;Ferner kann es diese Befugnis durch Rechtsverordnung mit Zustimmung des Bundesrates auf die zuständigen obersten Landesbehörden übertragen.;0.718489944934845;0.9791666666666666
Die Zulagen sind widerruflich und nicht ruhegehaltfähig.;"Leistungsprämien und Leistungszulagen sind nicht ruhegehaltfähig; erneute Bewilligungen sind möglich.";0.7203055620193481;0.6666666666666667
Bei Gefahr im Verzug kann die Anordnung durch den Präsidenten des Bundeskriminalamtes oder seinen Vertreter getroffen werden.;(2) Die Verwaltungsbehörde ist auch für die Ahndung von Ordnungswidrigkeiten zuständig, soweit nicht hierzu nach diesem Gesetz das Gericht berufen ist.;0.7010891437530518;0.9714285714285714
Einträge in den sonstigen Datenfeldern sind nur in der Schriftgröße 1 zulässig.;Die Stellen nach Satz 1 dürfen die Daten ausschließlich für ihre jeweils in Satz 1 genannten Zwecke verarbeiten und nutzen.;0.7107120156288147;0.96
Allgemeine Wahlen sind die im gesamten Wahlgebiet regelmäßig und einheitlich stattfindenden Wahlen.;Auch sonst soll die Wahl möglichst in denselben Wahlbezirken wie bei der Hauptwahl wiederholt werden.;0.712473452091217;0.9583333333333334
Die nach Satz 1 Nr. 2 erforderliche Plausibilitätsprüfung kann auf eine repräsentative, das erworbene Portfolio regional und objektmäßig abbildende Anzahl von Bewertungen beschränkt werden.;Wird eine standortbezogene Vorprüfung durchgeführt, können sich die Angaben des Vorhabenträgers in der ersten Stufe auf solche Angaben beschränken, die sich auf das Vorliegen besonderer örtlicher Gegebenheiten gemäß den in Anlage 3 Nummer 2.3 aufgeführten Schutzkriterien beziehen.;0.7376449108123779;0.9215686274509804
Die vorläufige Sicherstellung des Rheinpatentes ist aufzuheben und das Patent dem Inhaber zurückzugeben, wenn der Grund für die Anordnung weggefallen ist, das Aussetzen nicht angeordnet oder das Rheinpatent nicht entzogen wird.;Sind die Umstände, die der Erteilung der Zwangslizenz zugrunde lagen, entfallen und ist ihr Wiedereintritt unwahrscheinlich, so kann der Patentinhaber die Rücknahme der Zwangslizenz verlangen.;0.7250809073448181;0.9
Hat das Bundeszentralamt für Steuern zusätzliche oder weitere zusätzliche Informationen angefordert, beginnt der Zinslauf erst mit Ablauf von zehn Werktagen nach Ablauf der Fristen in Artikel 21 der Richtlinie 2008/9/EG.;Der Zinslauf beginnt mit Ablauf von vier Monaten und zehn Werktagen nach Eingang des Vergütungsantrags beim Bundeszentralamt für Steuern.;0.7530719041824341;0.625
Als im Inland aufgewachsen nach Satz 1 gilt auch, wer im Einzelfall einen vergleichbar engen Bezug zu Deutschland hat und für den die Optionspflicht nach den Umständen des Falles eine besondere Härte bedeuten würde.;In diesen Fällen ist auf einem gesonderten Blatt zu begründen, wodurch und in welcher Weise der Antragsteller/die Antragstellerin persönlich und unmittelbar (aufgrund eigener Erfahrung) Vertrautheit mit den politischen Verhältnissen in der Bundesrepublik Deutschland erworben hat und gegenwärtig von ihnen betroffen ist.;0.7081074118614197;0.9166666666666666
(3) Nach näherer Maßgabe der in § 301 Abs. 4 vorgesehenen Rechtsverordnung wird an die in Absatz 1 genannten Personen besondere laufende Beihilfe nach den Grundsätzen der Entschädigungsrente gewährt.;Leistungen auf Grund sonstiger Förderungsmaßnahmen (§§ 302, 303).;0.7537515163421631;1.0
Verzeichnis der Anlagen und Tätigkeiten innerhalb des Betriebsbereichs, bei denen die Gefahr eines Störfalls bestehen kann.;Sie kann darüber hinaus die Maßnahmen anordnen, die im Einzelfall erforderlich sind, um Gefahren für Beschäftigte oder Dritte abzuwenden.;0.7221887707710266;0.9375
(2) Über das Vorliegen und die Folgen eines Täuschungsversuchs, eines Beitrages zu einem solchen oder eines sonstigen Ordnungsverstoßes während der Aufsichtsarbeiten oder einer Täuschung, die nach Abgabe der Aufsichtsarbeit festgestellt wird, entscheidet das Prüfungsamt.;(3) In Beschwerdeverfahren setzt der Vorstand den Beschwerdeführer von seiner Entscheidung in Kenntnis.;0.7075950503349304;0.9736842105263158
(2) Das Prüfungsamt bestimmt auf Vorschlag der Prüfungskommission, innerhalb welcher Frist die Prüfung wiederholt werden kann, welche Teile der Ausbildung zu wiederholen und welche Leistungsnachweise zu erbringen sind.;(1) Zur Ermittlung des Ausbildungsstandes ist eine Zwischenprüfung durchzuführen.;0.7628971934318542;1.0
Bei einem Sportboot, dessen Baumuster geeicht ist, genügt anstelle der Eichung eine Überprüfung der Länge über alles und der größten Breite.;"(4) Die Eichbescheinigung für das Baumuster eines Sportboots erhält den Zusatz ""Baumuster"".";0.7314803004264832;0.967741935483871
(2) Die Bundesnetzagentur führt eine Sperr-Liste mit Rufnummern, die von R-Gesprächsdiensten für eingehende R-Gespräche zu sperren sind.;Die Bundesnetzagentur stellt die Sperr-Liste Anbietern von R-Gesprächsdiensten zum Abruf bereit.;0.8619489669799805;0.7619047619047619
(4) Nachdem alle ordnungsgemäß nachträglich abgegebenen Wahlumschläge in die Wahlurne gelegt worden sind, nimmt der Wahlvorstand die Auszählung der Stimmen vor.;(1) Gewählt wird mit amtlichen Stimmzetteln.;0.8169774413108826;1.0
Für die Desinfektion und Reinigung der Hände müssen ein Waschbecken, dessen Armatur ohne Handberührung bedienbar sein sollte, und Desinfektionsmittel-, Handwaschmittel- und Einmalhandtuchspender vorhanden sein.;In der Regel ist in der Schleuse ein Handwaschbecken mit Ellenbogen-, Fuß- oder Sensorbetätigung einzurichten.;0.7581982016563416;0.935483870967742
Dem Bundesbeauftragten für den Datenschutz ist rechtzeitig vor Abschluß Gelegenheit zur Stellungnahme zu geben, sofern in den Verträgen die Erhebung, Verarbeitung oder Nutzung von personenbezogenen Daten geregelt werden sollen.;(2) Die Aufsichtsbehörde überprüft die Vereinbarkeit der ihr unterbreiteten Entwürfe mit dem geltenden Datenschutzrecht.;0.7110962271690369;0.9473684210526316
Bis zu einer Entscheidung nach Satz 1 oder 2 gilt die Anordnung der Sicherstellung zugleich als Anordnung nach § 7.20 Nr. 1 Buchstabe a.;(1c) Verträge nach den Absätzen 1a und 1b dürfen das Recht zum Wechsel des Messstellenbetreibers nach den Vorschriften des Messstellenbetriebsgesetzes weder behindern noch erschweren.;0.7010300755500793;0.975
Die zuständige Behörde kann für die Versteigerung leicht verderblicher Waren für ihren Bezirk Ausnahmen zulassen.;Das zuständige Hauptzollamt kann Ausnahmen zulassen, wenn Steuerbelange nicht beeinträchtigt werden.;0.701940655708313;0.8
