Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Absatz 1 Satz 2 sowie Absatz 2 bis 5 gelten mit der Maßgabe entsprechend, dass an die Stelle der Frist des Absatzes 5 von zwei Monaten eine Frist von einem Monat tritt.;0.7921127080917358;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;"(2) Über Anträge ist innerhalb einer Frist von drei Monaten zu entscheiden; § 42a Absatz 2 Satz 2 bis 4 des Verwaltungsverfahrensgesetzes gilt entsprechend.";0.7897824645042419;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Die Festsetzungsfristen nach § 89 Abs. 1 Satz 1 und 3 und Abs. 1a Satz 2 betragen für die Festsetzungen nach den Sätzen 2 bis 4 zwei Monate.;0.7710967659950256;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Die Gesamteröffnungsbilanz und der Gesamtanhang sind innerhalb von zwei Monaten nach Ablauf der Aufstellungsfrist nach § 21 Abs. 5 festzustellen.;0.7401888370513916;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Zugleich wird es auf die Dreimonatsfrist des § 35 Abs. 1 Satz 6 und des § 36 Abs. 1 Satz 1 bzw. Satz 3 hingewiesen.;0.7380533218383789;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Der Erlass nach Absatz 3 Satz 2 wird auf Antrag auch gewährt, wenn die Mindestausbildungszeit um höchstens zwei Monate überschritten wurde.;0.7364452481269836;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Im Falle des Absatzes 3 Satz 2 bestimmt die Anhörungsbehörde die Einwendungsfrist.;0.7357362508773804;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(4) Die Entscheidung, durch welche einem Antrag nach Absatz 1 ganz oder teilweise stattgegeben wird, darf frühestens drei Monate nach der Zustellung des Antrags an die Treuhänder, Zahlungsagenten und die in Absatz 2 bezeichneten Dritten erlassen werden, es sei denn, daß sie ausdrücklich auf die Einhaltung dieser Frist verzichtet haben.;0.7341395616531372;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(3a) Die Behörden nach Absatz 2 haben ihre Stellungnahme innerhalb einer von der Anhörungsbehörde zu setzenden Frist abzugeben, die drei Monate nicht überschreiten darf.;0.7326703667640686;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;§ 60 Abs. 1 bis 3 und Abs. 4 Satz 2 bis 4 ist entsprechend mit der Maßgabe anzuwenden, dass die Frist nach Absatz 4 Satz 3 vier Wochen beträgt und im Falle des Absatzes 4 Satz 4 Tatbestand und Entscheidungsgründe von sämtlichen Mitgliedern der Kammer zu unterschreiben sind.;0.729026734828949;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(1a) Die zuständige Bundesoberbehörde hat eine Entscheidung nach Absatz 1 innerhalb einer Frist von zwei Monaten nach Eingang der zu prüfenden Chargenprobe zu treffen.;0.7250746488571167;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(2) Über Anträge auf Erteilung einer Erlaubnis nach § 44 entscheidet die zuständige Behörde innerhalb einer Frist von drei Monaten.;0.7248739004135132;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(11) Die Anträge nach Absatz 5 sind innerhalb einer Frist von drei Monaten nach Einstellung der verbotenen Tätigkeit oder dem Ende der Absonderung bei der zuständigen Behörde zu stellen.;0.7239203453063965;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;§ 68 Absatz 1 Satz 1 bis 3 gilt auch für vor dem 6. August 2016 abgegebene Verpflichtungserklärungen, jedoch mit der Maßgabe, dass an die Stelle des Zeitraums von fünf Jahren ein Zeitraum von drei Jahren tritt.;0.7225269675254822;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;Der zuständigen Behörde sind innerhalb eines Zeitraums von zwei Monaten nach Erstattung der Anzeige Unterlagen gemäß § 10 Absatz 1 über Art, Lage, Umfang und Betriebsweise der Anlage im Zeitpunkt des Inkrafttretens der Verordnung nach § 4 Absatz 1 Satz 3 vorzulegen.;0.717003345489502;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(3) Bei Verfahren nach § 25b Abs. 3 verlängert sich die Frist zum Abschluss des Verfahrens entsprechend den Vorschriften in Artikel 28 der Richtlinie 2001/83/EG und Artikel 32 der Richtlinie 2001/82/EG um drei Monate.;0.7143944501876831;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;"Die Erklärungen nach Absatz 2 Satz 1 und 3 sind innerhalb eines Jahres abzugeben; die Frist beginnt mit der Abgabe der Erklärung nach Absatz 1.";0.7143383026123047;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(3) Die Regulierungsbehörde entscheidet innerhalb einer Frist von zwei Monaten nach Eingang des vollständigen Antrags.;0.7101315259933472;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(8) Gegen Entscheidungen des Urkundsbeamten nach den Absätzen 4 und 5 kann binnen eines Monats nach Bekanntgabe das Gericht angerufen werden, das endgültig entscheidet.;0.7099977731704712;N/A
Where reference is made to this paragraph, Articles 4 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.The period laid down in Article 4(3) of Decision 1999/468/EC shall be set at two months.4.;(4) Der Antrag nach Absatz 1 kann innerhalb einer Ausschlussfrist von zwei Jahren nach Eintritt der Rechtskraft des Urteils nach Absatz 1 Satz 1 oder nach Eintritt der Unwiderruflichkeit des Vergleichs nach Absatz 1 Satz 2 schriftlich oder elektronisch gestellt werden.;0.7089513540267944;N/A
