Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
Der zuständigen Bundesoberbehörde sind bei Arzneimitteln, die zur Anwendung bei Menschen bestimmt sind, außerdem die Ergebnisse von Bewertungen der Packungsbeilage vorzulegen, die in Zusammenarbeit mit Patienten-Zielgruppen durchgeführt wurden.;Das Bundesinstitut für Arzneimittel und Medizinprodukte veröffentlicht den jeweils aktuellen Geschäftsverteilungsplan.;0.6451703310012817;1.0
Bei Vorsatz oder grober Fahrlässigkeit bleibt der Rückgriff vorbehalten.;Dies gilt jedoch nur, soweit die Tat ein angemessenes Mittel ist, die Gefahr abzuwenden.;0.7176738381385803;1.0
Die Verpflichtung zum Angebot nachgehender Untersuchungen besteht nicht mehr, wenn der zuständige gesetzliche Unfallversicherungsträger die nachgehende Untersuchung mit Einwilligung der betroffenen Person nach Beendigung des Beschäftigungsverhältnisses veranlasst.;Undeutlich gewordene Einsenkungsmarken dürfen nur unter Aufsicht einer Untersuchungskommission ersetzt werden.;0.6180323362350464;1.0
"Der Bruttobetrag der Zahlungen für Versorgungsfälle umfasst auch Zahlungen wegen Beendigungen von Pensionsfondsverträgen und Versorgungsverhältnissen und die dem Funktionsbereich ""Regulierung von Versorgungsfällen, Beendigungen von Pensionsfondsverträgen und Versorgungsverhältnissen"" zugeordneten Personal- und Sachaufwendungen, bestehend aus den externen und internen Regulierungsaufwendungen.";Laufende Nebenleistungen, namentlich Verwaltungskostenbeiträge, sind wie Zinsen zu behandeln.;0.7046706080436707;1.0
(3) Die Höhe des Anspruchs ist auf den Betrag beschränkt, den die ausgleichsberechtigte Person als schuldrechtliche Ausgleichsrente verlangen könnte.;(2) Der Erlaß der einstweiligen Verfügung kann davon abhängig gemacht werden, daß der Antragsteller wegen der dem Antragsgegner drohenden Nachteile Sicherheit leistet.;0.7128177881240845;1.0
Beteiligter ist auch, wem ein Recht zur Gewinnung in dem Feld der fremden Berechtigung zusteht, sowie der Inhaber eines dinglichen Rechtes an der fremden Berechtigung.;Werden in Satz 1 genannte Rechte, die nicht entbehrlich werden, aufgehoben, sind die Berechtigten entweder in Land, durch gleichartige Rechte oder mit ihrer Zustimmung in Geld abzufinden.;0.7205143570899963;1.0
(2) Bei Vorlagen gemäß § 75 Abs. 1 Buchstabe e, die der Unterrichtung des Bundestages dienen (Berichte, Denkschriften, Programme, Gutachten, Nachweisungen und ähnliches), kann der Präsident, soweit sie nicht auf gesetzlichen Vorschriften oder Beschlüssen des Bundestages beruhen, im Benehmen mit dem Ältestenrat ganz oder teilweise von der Verteilung absehen.;Das Nähere regelt ein Bundesgesetz.;0.6233493089675903;1.0
(2) Abweichend von Absatz 1 kann das Verbringen im Einzelfall genehmigt werden, wenn sichergestellt ist, dass das Tier nicht von Privatpersonen gehalten wird und Tierseuchen nicht verbreitet werden.;Die Bestimmungen der Verordnung (EG) Nr. 811/2003 der Kommission vom 12. Mai 2003 zur Durchführung der Verordnung (EG) Nr. 1774/2002 des Europäischen Parlaments und des Rates hinsichtlich des Verbots der Rückführung innerhalb derselben Tierart in Bezug auf Fisch sowie hinsichtlich des Verbrennens und Vergrabens tierischer Nebenprodukte und bestimmter Übergangsmaßnahmen (ABl.;0.6075099110603333;0.9833333333333333
Die Sätze 2 bis 5 gelten für die Steuererklärung (§ 18 Abs. 3 und 4) entsprechend.;(4a) Bei der Berechnung des Ablösebetrages sind auch Forderungen aus Hauszinssteuerabgeltungsdarlehen zu berücksichtigen.;0.7319765090942383;1.0
(6) Soll ein ohne Begründung hergestellter Beschluss im Ausland geltend gemacht werden, gelten die Vorschriften über die Vervollständigung von Versäumnis- und Anerkenntnisentscheidungen entsprechend.;Kommt der Anmelder dem Verlangen des Auslandsbevollmächtigten nicht innerhalb einer ihm gesetzten angemessenen Frist nach, so kann der Auslandsbevollmächtigte seine Entscheidung als verbindlich ansehen.;0.7171040177345276;1.0
Krafträder ohne Beiwagen brauchen nur eine Schlussleuchte zu haben.;Einzeln weder mit Maschinenantrieb noch unter Segel fahrende Kleinfahrzeuge müssen bei Nacht ein von allen Seiten sichtbares weißes gewöhnliches Licht führen.;0.6964208483695984;1.0
Wenn eine der Voraussetzungen der Wahlberechtigung bis zum Wahltage fortfällt, muss der Antrag zurückgenommen werden.;Wird die Rückkehr nach Beendigung des Wahlbeamtenverhältnisses abgelehnt oder ihr nicht gefolgt, sind sie zu entlassen.;0.779470682144165;1.0
(4) Der Antrag ist schriftlich oder elektronisch unter Vorlage der zur Prüfung erforderlichen Unterlagen bei der zuständigen Behörde einzureichen.;Das hierzu erstellte Dokument muss mit einer qualifizierten elektronischen Signatur versehen werden.;0.7458508014678955;1.0
(2) Die Fahrzeug-Identifizierungsnummer nach der Norm DIN ISO 3779, Ausgabe Februar 1977, oder nach der Richtlinie 76/114/EWG des Rates vom 18. Dezember 1975 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über Schilder, vorgeschriebene Angaben, deren Lage und Anbringungsart an Kraftfahrzeugen und Kraftfahrzeuganhängern (ABl.;"L 363 vom 20.12.2006, S. 81) geändert worden ist, muss 17 Stellen haben; andere Fahrzeug-Identifizierungsnummern dürfen nicht mehr als 14 Stellen haben.";0.6243408918380737;0.9818181818181818
(4) Die Staatsanwaltschaft bei dem Landgericht bereitet die Entscheidung über die Herausgabe vor und führt die bewilligte Herausgabe durch.;Das weitere Verfahren zur Bestellung der anwaltlichen Mitglieder des Dienstgerichts bestimmt sich nach Landesrecht.;0.7602049708366394;1.0
Die Arbeitsgruppe hält bis zu zwei Sitzungen im Jahr ab.;(2) Sonstige Betriebs- oder Abteilungsversammlungen finden außerhalb der Arbeitszeit statt.;0.6120017170906067;1.0
Beizufügen sind ferner ein Auszug über Anerkennungen, Disziplinarmaßnahmen und Bestrafungen aus dem Disziplinarbuch oder den Personalunterlagen und, soweit erforderlich, eine Darstellung des Sachverhalts.;Anderenfalls ist die Disziplinarmaßnahme zu vollstrecken.;0.7998737692832947;1.0
